ROW ID,STATUS,ZONE,ODD_EVEN,ADDRESS RANGE - LOW,ADDRESS RANGE - HIGH,STREET DIRECTION,STREET NAME,STREET TYPE,SECOND STREET DIRECTION,BUFFER,WARD - LOW,WARD - HIGH
7485,ACTIVE,221,E,5900,5998,N,HARDING,AVE,,N,,
7461,ACTIVE,382,E,4016,4046,S,KOMENSKY,AVE,,N,,
7484,ACTIVE,221,O,5701,5799,N,HARDING,AVE,,N,,
7483,ACTIVE,221,E,5700,5798,N,HARDING,AVE,,N,,
7481,ACTIVE,221,E,5600,5698,N,HARDING,AVE,,N,,
7630,ACTIVE,19,O,1201,1209,S,AUSTIN,BLVD,,N,,
4185,ACTIVE,990,O,1307,1399,S,CALIFORNIA,AVE,,N,,
8119,ACTIVE,1268,O,4601,4699,N,WINTHROP,AVE,,N,46.0,46.0
1776,ACTIVE,5,E,1100,1198,S,MAY,ST,,N,25.0,25.0
3523,ACTIVE,1377,E,8600,8698,S,MARYLAND,AVE,,N,8.0,8.0
5680,ACTIVE,49,E,5804,5856,N,NAPOLEON,AVE,,N,41.0,41.0
6562,ACTIVE,1040,O,901,999,N,RACINE,AVE,,N,27.0,27.0
3297,ACTIVE,862,E,800,898,N,RACINE,AVE,,N,27.0,27.0
6092,ACTIVE,101,O,5101,5157,W,WINNEMAC,AVE,,N,45.0,45.0
447,ACTIVE,601,E,2800,2898,W,22ND,PL,,N,12.0,12.0
4730,ACTIVE,95,E,2906,2910,N,ALLEN,AVE,,N,35.0,35.0
7050,ACTIVE,362,E,4816,4880,W,ST PAUL,AVE,,N,37.0,37.0
1462,ACTIVE,252,E,5000,5042,S,CAMPBELL,AVE,,N,14.0,14.0
5564,ACTIVE,252,O,4601,4699,S,TROY,ST,,N,14.0,14.0
5265,ACTIVE,1773,E,6000,6098,S,KOLMAR,AVE,,N,13.0,13.0
362,ACTIVE,95,O,2905,2911,N,ALLEN,AVE,,N,35.0,35.0
1537,RESCINDED,671,E,9300,9398,S,CONSTANCE,AVE,,N,8.0,8.0
2301,ACTIVE,510,E,4814,4856,N,NORDICA,AVE,,N,41.0,41.0
4646,ACTIVE,1025,O,4701,4799,W,ERIE,ST,,N,28.0,28.0
2791,ACTIVE,143,E,1900,1972,N,ORCHARD,ST,,N,43.0,43.0
2861,ACTIVE,56,O,1101,1147,W,NORTH SHORE,AVE,,N,49.0,49.0
5037,ACTIVE,817,O,2601,2699,W,WALTON,ST,,N,26.0,26.0
645,ACTIVE,95,O,3239,3555,W,BELMONT,AVE,,N,35.0,35.0
3992,ACTIVE,1189,E,340,398,W,ILLINOIS,ST,,Y,42.0,42.0
6267,ACTIVE,143,O,415,457,W,ROSLYN,PL,,N,43.0,43.0
3116,RESCINDED,423,O,9101,9157,S,PAULINA,ST,,N,21.0,21.0
271,ACTIVE,12,O,2039,2059,W,95TH,ST,,N,19.0,19.0
11357,ACTIVE,1741,E,1730,1730,W,IRVING PARK,RD,,Y,47.0,47.0
1570,ACTIVE,670,E,9300,9398,S,CREGIER,AVE,,N,8.0,8.0
11355,ACTIVE,107,E,4700,4798,N,LAWNDALE,AVE,,N,35.0,35.0
2363,ACTIVE,30,E,5514,5556,S,OAK PARK,AVE,,N,23.0,23.0
10401,ACTIVE,154,E,1266,1272,N,WOLCOTT,AVE,,Y,1.0,1.0
1747,ACTIVE,93,E,2700,2742,N,LAWNDALE,AVE,,N,35.0,35.0
4015,ACTIVE,383,O,3701,3799,N,FREMONT,ST,,Y,46.0,46.0
10463,ACTIVE,2002,O,4801,4899,S,KOMENSKY,AVE,,N,14.0,14.0
10446,ACTIVE,2000,E,6964,6998,S,SPRINGFIELD,AVE,,N,13.0,13.0
212,ACTIVE,1,E,5714,5748,N,CENTRAL PARK,AVE,,N,39.0,39.0
6385,ACTIVE,850,O,4201,4299,W,52ND,ST,,N,23.0,23.0
7985,ACTIVE,1734,E,7600,7652,S,CORNELL,AVE,,N,8.0,8.0
6129,ACTIVE,1618,E,4310,4356,N,LEAVITT,ST,,Y,47.0,47.0
6170,RESCINDED,30,O,5515,5555,S,NEWLAND,AVE,,N,23.0,23.0
7552,ACTIVE,1932,O,3837,3857,W,ROSCOE,ST,,N,30.0,30.0
4943,ACTIVE,884,O,1001,1069,W,FRY,ST,,N,27.0,27.0
10781,ACTIVE,2030,O,1763,1775,W,CULLOM,AVE,,N,47.0,47.0
1504,ACTIVE,125,E,1808,1810,W,103RD,ST,,N,19.0,19.0
10473,ACTIVE,62,E,2148,2180,W,EASTWOOD,AVE,,N,47.0,47.0
4904,ACTIVE,339,O,5501,5549,W,DAKIN,ST,,N,38.0,38.0
10469,ACTIVE,1999,O,4633,4699,W,62ND,ST,,N,13.0,13.0
10456,ACTIVE,1646,E,4032,4098,W,64TH,ST,,N,13.0,13.0
10468,ACTIVE,109,O,1415,1441,W,CULLERTON,ST,,N,25.0,25.0
10455,ACTIVE,1974,O,8901,8999,S,WOODLAWN,AVE,,N,8.0,8.0
733,ACTIVE,383,O,2901,2999,N,BROADWAY,,,Y,44.0,44.0
8635,ACTIVE,1798,O,1601,1659,S,THROOP,ST,,N,25.0,25.0
4723,ACTIVE,383,O,601,699,W,ALDINE,AVE,,N,44.0,44.0
4788,ACTIVE,56,O,1101,1145,W,COLUMBIA,AVE,,N,49.0,49.0
1868,ACTIVE,827,O,4301,4399,N,HAZEL,ST,,Y,46.0,46.0
687,ACTIVE,797,E,5600,5658,S,BISHOP,ST,,N,16.0,16.0
5195,ACTIVE,143,O,2301,2351,N,GENEVA,TER,,N,43.0,43.0
2290,ACTIVE,26,E,1700,1758,N,MELVINA,AVE,,N,29.0,29.0
4818,ACTIVE,102,E,1700,1798,N,ARTESIAN,AVE,,N,1.0,1.0
1064,ACTIVE,257,O,3617,3619,W,DEVON,AVE,,N,50.0,50.0
11354,ACTIVE,2099,O,4637,4699,W,FULTON,ST,,N,28.0,28.0
6980,ACTIVE,1035,E,6400,6498,N,TALMAN,AVE,,N,50.0,50.0
2773,ACTIVE,1336,E,2500,2598,S,TROY,ST,,N,12.0,12.0
4130,ACTIVE,143,O,2001,2059,N,CLEVELAND,AVE,,N,43.0,43.0
10475,ACTIVE,1998,O,4633,4699,W,65TH,ST,,N,13.0,13.0
4381,ACTIVE,383,E,3700,3898,N,CLARK,ST,,Y,44.0,44.0
6338,ACTIVE,926,O,3501,3599,W,POLK,ST,,N,24.0,24.0
42,ACTIVE,142,O,1715,1715,N,CLARK,ST,,Y,43.0,43.0
5933,ACTIVE,1005,O,4501,4599,N,MENARD,AVE,,N,38.0,38.0
11350,ACTIVE,2100,O,8201,8299,S,PAULINA,ST,,N,21.0,21.0
2245,ACTIVE,1189,E,700,798,N,KINGSBURY,ST,,N,42.0,42.0
3466,ACTIVE,143,E,2614,2658,N,WILTON,AVE,,N,43.0,43.0
6120,ACTIVE,1453,O,2601,2667,W,PERSHING,RD,,N,12.0,12.0
3003,ACTIVE,1188,E,4100,4198,W,WELLINGTON,AVE,,N,31.0,31.0
11351,ACTIVE,2097,O,1501,1599,N,KILDARE,AVE,,N,26.0,26.0
10801,ACTIVE,2032,O,3201,3229,W,37TH,PL,,N,12.0,12.0
11342,ACTIVE,168,O,2001,2099,W,WALTON,ST,,N,2.0,2.0
10458,ACTIVE,1997,O,3867,3899,W,72ND,ST,,N,13.0,13.0
239,ACTIVE,66,O,2107,2107,E,87TH,ST,,N,8.0,8.0
1584,ACTIVE,827,O,901,999,W,CUYLER,AVE,,Y,46.0,46.0
6104,ACTIVE,240,O,5201,5299,W,WOLFRAM,ST,,N,31.0,31.0
10467,ACTIVE,2001,O,3901,3947,W,59TH,PL,,N,23.0,23.0
5028,ACTIVE,345,O,5801,5899,S,KENNETH,AVE,,N,13.0,13.0
10474,ACTIVE,62,O,2145,2179,W,EASTWOOD,AVE,,N,47.0,47.0
552,ACTIVE,351,O,6515,6549,W,63RD,ST,,N,23.0,23.0
1091,ACTIVE,383,E,1314,1358,W,DIVERSEY,PKWY,,Y,32.0,32.0
6442,ACTIVE,154,E,1632,1698,W,CORTLAND,ST,,Y,32.0,32.0
2124,ACTIVE,90,E,3600,3658,N,HARDING,AVE,,N,30.0,30.0
4391,ACTIVE,383,O,3201,3299,N,HALSTED,ST,,Y,44.0,44.0
10466,ACTIVE,109,E,1414,1428,W,CULLERTON,ST,,N,25.0,25.0
10443,ACTIVE,1997,O,3901,3951,W,72ND,ST,,N,13.0,13.0
5531,ACTIVE,35,O,5401,5419,S,MOBILE,AVE,,N,23.0,23.0
7720,ACTIVE,62,E,4800,4896,N,PAULINA,ST,,N,47.0,47.0
10452,ACTIVE,1996,O,4901,4915,W,64TH,ST,,N,13.0,13.0
2265,ACTIVE,707,E,5400,5498,S,KOMENSKY,AVE,,N,23.0,23.0
5261,ACTIVE,887,O,5501,5599,S,KOLMAR,AVE,,N,13.0,13.0
7738,RESCINDED,1269,O,2601,2699,S,EMERALD,AVE,,N,11.0,11.0
3611,ACTIVE,1423,E,148,198,N,LA CROSSE,AVE,,Y,28.0,28.0
7551,ACTIVE,1932,E,3834,3848,W,ROSCOE,ST,,N,30.0,30.0
3800,ACTIVE,146,E,4854,4856,N,PULASKI,RD,,Y,39.0,39.0
4668,RESCINDED,92,O,4801,4899,N,HAMILTON,AVE,,N,47.0,47.0
572,ACTIVE,87,O,401,457,E,75TH,ST,,N,6.0,6.0
10462,ACTIVE,1999,E,6200,6244,S,KNOX,AVE,,N,13.0,13.0
2702,ACTIVE,341,E,4104,4158,N,NARRAGANSETT,AVE,,Y,38.0,38.0
20,ACTIVE,143,O,601,659,W,BELDEN,AVE,,N,43.0,43.0
4508,ACTIVE,341,O,5505,5543,W,BERTEAU,AVE,,N,38.0,38.0
1153,ACTIVE,1294,E,4700,4798,W,GEORGE,ST,,N,31.0,31.0
10472,ACTIVE,102,O,2101,2199,W,CONCORD,PL,,N,2.0,2.0
4234,ACTIVE,44,O,7601,7657,S,CONSTANCE,AVE,,N,8.0,8.0
2587,ACTIVE,176,E,6330,6364,N,NEWARK,AVE,,N,41.0,41.0
364,ACTIVE,95,E,3000,3056,N,ALLEN,AVE,,N,35.0,35.0
7460,ACTIVE,382,O,5559,5559,S,KOMENSKY,AVE,,N,13.0,13.0
2169,ACTIVE,383,E,3200,3398,N,KENMORE,AVE,,N,44.0,44.0
11347,ACTIVE,2103,E,4402,4458,S,KOMENSKY,AVE,,N,14.0,14.0
11345,ACTIVE,2098,E,9248,9258,S,EUCLID,AVE,,N,8.0,8.0
757,ACTIVE,827,E,4200,4298,N,BROADWAY,,,Y,46.0,46.0
10441,ACTIVE,1974,E,8900,8998,S,WOODLAWN,AVE,,N,8.0,8.0
6187,ACTIVE,30,O,5515,5555,S,OAK PARK,AVE,,N,23.0,23.0
10451,ACTIVE,1997,E,3864,3898,W,72ND,ST,,N,13.0,13.0
10461,ACTIVE,1999,O,6201,6235,S,KNOX,AVE,,N,13.0,13.0
11348,ACTIVE,2103,O,4401,4459,S,KOMENSKY,AVE,,N,14.0,14.0
2334,ACTIVE,745,E,9300,9398,S,OGLESBY,AVE,,N,7.0,7.0
2806,ACTIVE,1081,E,1000,1098,N,ORLEANS,ST,,N,27.0,27.0
2231,ACTIVE,504,O,5401,5443,S,KILDARE,AVE,,N,23.0,23.0
5325,ACTIVE,51,O,5501,5587,W,HADDON,AVE,,N,37.0,37.0
10464,ACTIVE,2002,E,4000,4030,W,49TH,ST,,N,14.0,14.0
3136,ACTIVE,383,O,3001,3059,N,SOUTHPORT,AVE,,Y,32.0,32.0
10422,ACTIVE,1998,O,6501,6599,S,KILPATRICK,AVE,,N,13.0,13.0
10421,ACTIVE,1998,E,6500,6598,S,KILPATRICK,AVE,,N,13.0,13.0
1448,ACTIVE,383,E,3800,3898,N,GREENVIEW,AVE,,N,47.0,47.0
10821,ACTIVE,203,O,4301,4357,S,SACRAMENTO,AVE,,N,15.0,15.0
6462,ACTIVE,154,E,1634,1698,W,BLOOMINGDALE,AVE,,Y,32.0,32.0
8140,ACTIVE,1736,E,5000,5040,S,KILDARE,AVE,,N,14.0,14.0
8608,ACTIVE,1785,O,7901,7999,S,EAST END,AVE,,N,8.0,8.0
680,ACTIVE,12,E,1700,1754,W,BEVERLY GLEN,PKWY,,N,19.0,19.0
10471,ACTIVE,2002,O,4001,4031,W,48TH,ST,,N,14.0,14.0
10444,ACTIVE,1997,E,3900,3948,W,72ND,ST,,N,13.0,13.0
3594,ACTIVE,62,E,4700,4742,N,WINCHESTER,AVE,,N,47.0,47.0
11341,ACTIVE,168,E,2000,2098,W,WALTON,ST,,N,2.0,2.0
10465,ACTIVE,2001,E,3900,3946,W,59TH,PL,,N,23.0,23.0
5491,ACTIVE,383,O,3901,3999,N,JANSSEN,AVE,,N,47.0,47.0
7180,ACTIVE,1607,O,3301,3399,N,RIDGEWAY,AVE,,N,30.0,30.0
3429,ACTIVE,116,E,4704,4742,N,SAWYER,AVE,,N,33.0,33.0
1270,ACTIVE,269,E,7204,7254,S,ELLIS,AVE,,N,5.0,5.0
3595,ACTIVE,1397,E,3100,3158,N,NORMANDY,AVE,,N,36.0,36.0
7146,ACTIVE,1252,O,4801,4899,W,SCHUBERT,AVE,,N,31.0,31.0
10445,ACTIVE,1996,O,4867,4899,W,64TH,ST,,N,13.0,13.0
10450,ACTIVE,1998,E,4700,4730,W,66TH,ST,,N,13.0,13.0
2901,ACTIVE,33,O,3601,3657,N,ST LOUIS,AVE,,N,35.0,35.0
10841,ACTIVE,56,O,1249,1249,W,LOYOLA,AVE,,Y,49.0,49.0
5991,ACTIVE,116,O,3215,3255,W,LELAND,AVE,,N,33.0,33.0
7539,ACTIVE,1591,E,2,60,W,35TH,ST,,N,3.0,3.0
10842,ACTIVE,56,O,1261,1261,W,LOYOLA,AVE,,Y,49.0,49.0
2989,ACTIVE,383,O,501,599,W,WELLINGTON,AVE,,Y,44.0,44.0
10843,ACTIVE,56,O,1241,1241,W,LOYOLA,AVE,,Y,49.0,49.0
10184,ACTIVE,102,E,2100,2198,W,CONCORD,PL,,Y,2.0,2.0
11343,ACTIVE,2102,E,1950,2000,E,86TH,ST,,N,8.0,8.0
11352,ACTIVE,2097,E,1500,1598,N,KILDARE,AVE,,N,26.0,26.0
7574,ACTIVE,476,O,7001,7099,S,BELL,AVE,,N,17.0,17.0
11349,ACTIVE,2100,E,8200,8298,S,PAULINA,ST,,N,21.0,21.0
2916,ACTIVE,102,E,2000,2098,N,STAVE,ST,,N,1.0,1.0
6229,ACTIVE,1333,O,6001,6055,N,RICHMOND,ST,,N,50.0,50.0
357,ACTIVE,3,O,5101,5151,N,AUSTIN,AVE,,N,45.0,45.0
2952,ACTIVE,383,O,601,699,W,SURF,ST,,Y,44.0,44.0
10902,ACTIVE,2034,E,2700,2758,N,NORMANDY,AVE,,N,36.0,36.0
7033,ACTIVE,436,O,1201,1259,S,SPRINGFIELD,AVE,,N,24.0,24.0
10900,ACTIVE,2040,E,4800,4898,W,CONCORD,PL,,N,37.0,37.0
1652,ACTIVE,25,E,9514,9556,S,LA SALLE,ST,,N,21.0,21.0
3701,ACTIVE,142,E,1902,1946,N,SEDGWICK,ST,,N,43.0,43.0
2568,ACTIVE,374,E,5000,5058,W,NELSON,ST,,N,31.0,31.0
5850,ACTIVE,142,O,201,263,W,WILLOW,ST,,N,43.0,43.0
10909,ACTIVE,56,E,6300,6398,N,LAKEWOOD,AVE,,N,48.0,48.0
5405,ACTIVE,1486,O,1611,1653,S,MILLER,ST,,N,25.0,25.0
8041,ACTIVE,143,O,2421,2499,N,RACINE,AVE,,Y,43.0,43.0
4832,ACTIVE,114,E,4300,4344,N,AVERS,AVE,,N,39.0,39.0
8633,ACTIVE,56,O,1201,1209,W,PRATT,BLVD,,N,49.0,49.0
3669,ACTIVE,74,O,1,49,E,SCHILLER,ST,,Y,43.0,43.0
2345,ACTIVE,14,O,5901,5905,N,OKETO,AVE,,N,41.0,41.0
9806,ACTIVE,1188,O,4101,4183,W,NELSON,ST,,N,31.0,31.0
1880,ACTIVE,154,E,1900,1998,N,HERMITAGE,AVE,,N,32.0,32.0
5658,ACTIVE,1179,E,4502,4526,W,THOMAS,ST,,N,37.0,37.0
1056,ACTIVE,67,O,5515,5525,N,DELPHIA,AVE,,N,41.0,41.0
3078,ACTIVE,123,E,4300,4398,W,PARKER,AVE,,N,31.0,31.0
969,ACTIVE,616,E,2500,2598,W,39TH,PL,,N,12.0,12.0
6354,ACTIVE,987,O,1601,1699,W,16TH,ST,,N,25.0,25.0
5165,ACTIVE,56,E,6300,6398,N,LAKEWOOD,AVE,,N,48.0,48.0
5260,ACTIVE,345,O,5701,5759,S,KOLMAR,AVE,,N,13.0,13.0
1558,ACTIVE,759,E,2500,2598,W,CORTEZ,ST,,N,1.0,1.0
4036,ACTIVE,816,O,1701,1759,S,WOOD,ST,,N,25.0,25.0
9799,ACTIVE,1988,E,7500,7598,S,PAXTON,AVE,,N,8.0,8.0
5316,ACTIVE,1028,O,401,499,N,GREEN,ST,,N,27.0,27.0
11344,ACTIVE,2102,O,1951,1999,E,86TH,ST,,N,8.0,8.0
456,ACTIVE,109,E,2300,2344,W,23RD,ST,,N,25.0,25.0
5790,ACTIVE,12,O,9801,9859,S,VANDERPOEL,AVE,,N,19.0,19.0
11356,ACTIVE,107,O,4701,4799,N,LAWNDALE,AVE,,N,35.0,35.0
164,ACTIVE,252,O,4929,4957,S,ARTESIAN,AVE,,N,14.0,14.0
3062,ACTIVE,12,E,9800,9860,S,VANDERPOEL,AVE,,N,19.0,19.0
10388,ACTIVE,95,O,3205,3247,W,GEORGE,ST,,N,35.0,35.0
5327,ACTIVE,161,O,10701,10739,S,HALE,AVE,,N,19.0,19.0
8561,ACTIVE,1795,O,3801,3899,W,WABANSIA,AVE,,N,26.0,26.0
6374,ACTIVE,1370,O,643,699,N,SANGAMON,ST,,N,,27.0
10503,ACTIVE,33,E,3600,3698,N,CHRISTIANA,AVE,,N,35.0,35.0
10887,ACTIVE,1924,E,1806,1838,S,MAY,ST,,N,25.0,25.0
10502,ACTIVE,95,E,2800,2898,N,CHRISTIANA,AVE,,N,35.0,35.0
5756,ACTIVE,119,E,314,398,W,EVERGREEN,AVE,,N,27.0,27.0
5489,ACTIVE,167,O,3105,3143,W,IRVING PARK,RD,,N,33.0,33.0
6220,ACTIVE,5,O,701,725,N,RACINE,AVE,,N,27.0,27.0
13547,ACTIVE,2392,O,1925,1943,S,MAY,ST,,N,25.0,25.0
1112,ACTIVE,143,E,1800,1876,N,FREMONT,ST,,N,43.0,43.0
4803,ACTIVE,989,E,3046,3054,E,93RD,ST,,N,10.0,10.0
4082,ACTIVE,960,O,2401,2499,W,BERENICE,AVE,,N,47.0,47.0
10501,ACTIVE,95,O,2801,2899,N,CHRISTIANA,AVE,,N,35.0,35.0
261,ACTIVE,159,E,400,444,W,95TH,PL,,N,21.0,21.0
13502,ACTIVE,2366,O,4501,4559,S,MOZART,ST,,N,15.0,15.0
4741,ACTIVE,143,O,501,569,W,ARLINGTON,PL,,N,43.0,43.0
5814,ACTIVE,141,E,4200,4254,W,MELROSE,ST,,N,30.0,30.0
2640,ACTIVE,382,E,5500,5598,S,KARLOV,AVE,,N,13.0,13.0
7573,ACTIVE,476,E,7000,7098,S,BELL,AVE,,N,17.0,17.0
4455,ACTIVE,1372,O,3201,3299,N,DRAKE,AVE,,N,35.0,35.0
2154,ACTIVE,123,E,2410,2454,N,KEELER,AVE,,N,31.0,31.0
4946,ACTIVE,383,O,801,899,W,GEORGE,ST,,N,44.0,44.0
6102,ACTIVE,383,O,901,999,W,WOLFRAM,ST,,N,44.0,44.0
3329,ACTIVE,383,E,3500,3598,N,RETA,AVE,,N,44.0,44.0
6234,ACTIVE,1008,O,4815,4857,S,RIDGEWAY,AVE,,N,14.0,14.0
1163,RESCINDED,3,E,6000,6058,W,GUNNISON,ST,,N,45.0,45.0
5199,ACTIVE,62,O,2003,2035,W,GIDDINGS,ST,,N,47.0,47.0
2098,ACTIVE,558,E,3600,3698,N,HAMLIN,AVE,,N,30.0,30.0
4069,ACTIVE,1459,O,701,799,N,MONTICELLO,AVE,,N,27.0,27.0
13541,ACTIVE,2394,O,8401,8451,S,PHILLIPS,AVE,,N,7.0,7.0
4855,ACTIVE,48,O,4901,4953,W,BYRON,ST,,N,45.0,45.0
920,ACTIVE,383,E,700,798,W,BARRY,AVE,,N,44.0,44.0
9768,ACTIVE,100,O,2401,2547,N,KEDZIE,BLVD,,Y,32.0,32.0
5986,ACTIVE,640,O,4501,4599,W,WILCOX,ST,,N,28.0,28.0
10542,ACTIVE,1994,E,4400,4498,S,WOLCOTT,AVE,,N,12.0,12.0
10543,ACTIVE,1994,O,4401,4499,S,WOLCOTT,AVE,,N,15.0,15.0
10574,ACTIVE,1721,O,5601,5689,S,KNOX,AVE,,N,,
4828,ACTIVE,1422,O,3201,3299,N,AVERS,AVE,,N,30.0,30.0
10618,ACTIVE,56,O,6555,6589,N,LAKEWOOD,AVE,,Y,49.0,49.0
4765,ACTIVE,43,O,2701,2799,W,FARRAGUT,AVE,,N,40.0,40.0
7652,ACTIVE,430,E,532,598,E,94TH,ST,,N,9.0,9.0
10585,ACTIVE,101,O,5339,5345,W,ARGYLE,ST,,N,45.0,45.0
6300,ACTIVE,1084,O,101,141,S,PEORIA,ST,,N,27.0,27.0
5762,ACTIVE,95,E,2906,2952,N,DAWSON,AVE,,N,35.0,35.0
3362,ACTIVE,43,E,5200,5298,N,ROCKWELL,ST,,N,40.0,40.0
5682,ACTIVE,29,O,5515,5557,S,NASHVILLE,AVE,,N,23.0,23.0
4724,ACTIVE,383,O,701,799,W,ALDINE,AVE,,N,44.0,44.0
2847,ACTIVE,19,O,5839,5859,W,NORTH,AVE,,Y,29.0,29.0
558,ACTIVE,1256,E,400,420,E,65TH,ST,,N,20.0,20.0
2996,ACTIVE,383,E,1100,1198,W,WELLINGTON,AVE,,N,44.0,44.0
10577,ACTIVE,114,E,3900,3998,N,DRAKE,AVE,,N,35.0,35.0
7571,ACTIVE,255,O,6533,6599,W,GEORGE,ST,,N,36.0,36.0
10573,ACTIVE,154,E,1312,1324,N,MOORMAN,ST,,N,1.0,1.0
10569,ACTIVE,2014,O,1,99,S,ALBANY,AVE,,N,28.0,28.0
10606,ACTIVE,2007,E,9300,9398,S,LOWE,AVE,,N,21.0,21.0
3033,ACTIVE,28,E,10906,10944,S,WESTERN,AVE,,N,19.0,19.0
281,ACTIVE,5,O,929,931,S,ABERDEEN,ST,,N,25.0,25.0
13761,ACTIVE,114,E,4100,4158,N,BERNARD,ST,,N,35.0,35.0
7760,ACTIVE,95,O,2835,2861,N,DRAKE,AVE,,N,35.0,35.0
3840,ACTIVE,90,E,3948,3952,W,WAVELAND,AVE,,N,30.0,30.0
1200,ACTIVE,143,O,2701,2727,N,HALSTED,ST,,Y,43.0,43.0
6119,ACTIVE,1085,E,500,532,N,PEORIA,ST,,N,27.0,27.0
7988,ACTIVE,1736,O,5001,5041,S,KILDARE,AVE,,N,14.0,14.0
10561,ACTIVE,1012,E,2000,2058,W,17TH,ST,,N,25.0,25.0
107,ACTIVE,66,O,8801,8859,S,CLYDE,AVE,,N,8.0,8.0
4163,ACTIVE,252,O,5001,5099,S,ARTESIAN,AVE,,N,14.0,14.0
3467,ACTIVE,143,E,2700,2750,N,WILTON,AVE,,N,43.0,43.0
5229,ACTIVE,62,O,4701,4799,N,HERMITAGE,AVE,,N,47.0,47.0
10602,ACTIVE,2004,E,9900,9956,S,SEELEY,AVE,,N,19.0,19.0
10570,ACTIVE,2008,E,700,798,S,CAMPBELL,AVE,,N,28.0,28.0
3235,ACTIVE,276,E,7900,7958,S,MARYLAND,AVE,,N,8.0,8.0
1770,ACTIVE,1767,O,2301,2399,N,KILBOURN,AVE,,N,31.0,31.0
11353,ACTIVE,2096,O,1501,1599,W,ADAMS,ST,,N,28.0,28.0
7250,ACTIVE,142,O,1601,1655,N,CLEVELAND,AVE,,N,43.0,43.0
10617,ACTIVE,114,O,4301,4345,N,RIDGEWAY,AVE,,N,35.0,35.0
3791,ACTIVE,102,O,2719,2731,W,PRINDIVILLE,ST,,N,1.0,1.0
13546,ACTIVE,2392,E,1924,1942,S,MAY,ST,,N,25.0,25.0
4312,ACTIVE,154,E,1300,1398,N,WOLCOTT,AVE,,N,1.0,1.0
10565,ACTIVE,1917,E,1800,1820,N,SPAULDING,AVE,,Y,1.0,1.0
5789,ACTIVE,12,O,9701,9775,S,VANDERPOEL,AVE,,N,19.0,19.0
7535,ACTIVE,1611,E,3900,3954,W,82ND,PL,,N,18.0,18.0
7280,ACTIVE,1586,O,5601,5699,S,MOZART,ST,,N,16.0,16.0
6463,ACTIVE,154,O,1633,1699,W,CORTLAND,ST,,Y,32.0,32.0
1973,ACTIVE,114,O,3201,3221,W,IRVING PARK,RD,,N,33.0,33.0
2277,ACTIVE,383,E,600,798,W,MELROSE,ST,,N,44.0,44.0
1611,ACTIVE,34,E,4714,4758,S,HARDING,AVE,,N,14.0,14.0
4996,ACTIVE,383,O,3701,3799,N,LAKEWOOD,AVE,,N,44.0,44.0
4290,RESCINDED,1298,E,9502,9512,S,WINCHESTER,AVE,,N,19.0,19.0
4680,ACTIVE,1463,E,2800,2898,N,NAGLE,AVE,,N,36.0,36.0
3516,ACTIVE,383,E,1400,1498,W,SCHOOL,ST,,N,44.0,44.0
8016,ACTIVE,1631,O,3303,3359,S,WELLS,ST,,N,11.0,11.0
6831,ACTIVE,109,E,1900,1956,W,22ND,PL,,N,25.0,25.0
2240,ACTIVE,1720,E,6002,6058,S,KILPATRICK,AVE,,N,13.0,13.0
6448,ACTIVE,102,O,1801,1899,N,HOYNE,AVE,,Y,32.0,32.0
10567,ACTIVE,2008,O,701,799,S,CAMPBELL,AVE,,N,28.0,28.0
10581,ACTIVE,114,O,3901,3999,N,DRAKE,AVE,,N,35.0,35.0
10586,ACTIVE,590,O,3931,3959,W,WRIGHTWOOD,AVE,,N,31.0,31.0
11346,ACTIVE,2098,O,9249,9259,S,EUCLID,AVE,,N,8.0,8.0
10583,ACTIVE,163,O,6001,6099,N,ARTESIAN,AVE,,N,40.0,40.0
7866,ACTIVE,92,E,2124,2134,W,LAWRENCE,AVE,,Y,47.0,47.0
5190,ACTIVE,448,O,6301,6399,N,MAPLEWOOD,AVE,,N,50.0,50.0
4144,ACTIVE,141,O,4003,4007,W,CORNELIA,AVE,,N,30.0,30.0
5370,ACTIVE,70,O,5201,5299,S,KEELER,AVE,,N,23.0,23.0
4531,ACTIVE,1,O,3507,3557,W,BRYN MAWR,AVE,,N,39.0,39.0
10578,ACTIVE,2013,O,6201,6345,W,MELROSE,ST,,N,36.0,36.0
2668,RESCINDED,116,E,4534,4550,N,KEDVALE,AVE,,N,39.0,39.0
14021,ACTIVE,233,O,6027,6073,N,HERMITAGE,AVE,,N,40.0,40.0
7254,RESCINDED,1561,O,11001,11045,S,ST LOUIS,AVE,,N,19.0,19.0
784,ACTIVE,165,E,3600,3698,W,82ND,PL,,N,18.0,18.0
10584,ACTIVE,101,E,5338,5344,W,ARGYLE,ST,,N,45.0,45.0
710,ACTIVE,383,O,3601,3699,N,BOSWORTH,AVE,,N,44.0,44.0
5050,ACTIVE,720,O,5305,5319,N,WASHTENAW,AVE,,N,40.0,40.0
10571,ACTIVE,2014,E,2,98,S,ALBANY,AVE,,N,28.0,28.0
3548,ACTIVE,383,E,1500,1598,W,HENDERSON,ST,,N,44.0,44.0
5416,ACTIVE,383,O,1001,1099,W,GRACE,ST,,N,44.0,44.0
596,ACTIVE,214,E,1100,1106,W,79TH,ST,,N,17.0,17.0
5014,ACTIVE,22,O,6901,6965,W,HIGGINS,AVE,,N,41.0,41.0
